gameid,title,platform,developers,publishers,genres,supported_languages,release_date
491800,BRUTAL RAGE,PS4,['2BAD GAMES'],['2BAD GAMES'],"[""Beat 'em up""]",,2022-02-08
491787,Retro Pixel Racers,PS4,['Josep Monzonis Hernandez'],['JanduSoft'],"['Automobile', 'Arcade Racing']",,2022-03-09
491788,Retro Pixel Racers,PS4,['Josep Monzonis Hernandez'],['JanduSoft'],"['Automobile', 'Arcade Racing']",,2022-03-09
491741,Young Souls,PS4,['1P2P'],"['The Arcade Crew', 'Limited Run Games']","[""Beat 'em up""]","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Portuguese (Brazil)']",2022-03-10
491643,BRUTAL RAGE,PS4,['2BAD GAMES'],['2BAD GAMES'],"[""Beat 'em up""]",,2022-02-08
491682,Jetboard Joust,PS4,['BitBull'],['Freedom Games'],"[""Shoot 'em up""]","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Korean', 'Chinese (simplified)']",2022-03-10
491578,Time Loader,PS4,['Flazm'],['Postmeta Games'],"['Puzzle', 'Platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)']",2022-03-10
491590,Treasures of the Aegean,PS5,['Undercoders'],['Numskull Games'],['Platformer'],['Japanese'],2021-11-11
491547,Wordbreaker by POWGI,PS4,['Lightwood Games'],['Lightwood Games'],['Puzzle'],,2022-03-15
491533,Splash Cars,PS5,"['Paper Bunker', 'eastasiasoft']",['eastasiasoft'],"['Automobile', 'Arcade Racing']",,2022-03-09
491534,Splash Cars,PS5,"['Paper Bunker', 'eastasiasoft']",['eastasiasoft'],"['Automobile', 'Arcade Racing']",,2022-03-09
491475,Wife Quest,PS4,"['Pippin Games', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,2022-03-16
491301,Quick Mafs Advanced,PS5,['Webnetic'],['Webnetic'],['Educational & Trivia'],,2022-03-09
491302,Quick Mafs Advanced,PS4,['Webnetic'],['Webnetic'],['Educational & Trivia'],,2022-03-09
491300,Quick Mafs Advanced,PS5,['Webnetic'],['Webnetic'],['Educational & Trivia'],,2022-03-09
491174,Wordbreaker by POWGI,PS4,['Lightwood Games'],['Lightwood Games'],['Puzzle'],,2022-03-15
491262,Kombinera,PS5,['Graphite Lab'],"['Atari', 'Limited Run Games']","['Puzzle', 'Platformer']",,2022-04-07
491092,Saint Patrick's Day Break 2 Head to Head,PS4,['Smobile'],['Smobile'],['Action'],,2022-03-11
491093,Saint Patrick's Day Break 2 Head to Head,PS5,['Smobile'],['Smobile'],['Action'],,2022-03-11
490868,Ikai,PS5,['Endflame'],['PM Studios'],['Adventure'],,2022-03-29
490866,Ikai,PS4,['Endflame'],['PM Studios'],['Adventure'],,2022-03-29
490774,Quest for Infamy,PS4,['Infamous Quests'],['Ratalaika Games'],"['Role Playing', 'Turn Based']",,2022-03-04
490755,Quest for Infamy,PS5,['Infamous Quests'],['Ratalaika Games'],"['Role Playing', 'Turn Based']",,2022-03-04
490754,Quest for Infamy,PS5,['Infamous Quests'],['Ratalaika Games'],"['Role Playing', 'Turn Based']",,2022-03-04
490669,International Table Tennis,PS4,['Pix Arts'],['Pix Arts'],"['Sports', 'Table Tennis']",,2022-03-11
490667,Null Drifter,PS5,"['Panda Indie Studio', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",,2022-03-11
490665,Null Drifter,PS5,"['Panda Indie Studio', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",,2022-03-11
490664,Null Drifter,PS5,"['Panda Indie Studio', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",,2022-03-11
490569,Would you like to run an idol cafe 2,PS4,['StarlightTree Games'],['Gamuzumi'],['Visual Novel'],,2022-03-03
490437,Ryan's Rescue Squad ,PS5,['Stage Clear Studios'],['Outright Games'],['Action-Adventure'],"['French', 'Spanish', 'German', 'Italian', 'Arabic']",2022-03-04
490486,Aluna: Sentinel of the Shards,PS4,"['N-Fusion Interactive', 'Digiart Interactive']",['Digiart Interactive'],"['Action-RPG', 'Role Playing']",,2022-07-28
490566,Would you like to run an idol cafe 2,PS4,['StarlightTree Games'],['Gamuzumi'],['Visual Novel'],,2022-03-03
490313,The Mooseman,PS5,['Vladimir Beletsky & Mikhail Shvachko'],['Sometimes You'],['Adventure'],,2022-03-16
490314,The Mooseman,PS5,['Vladimir Beletsky & Mikhail Shvachko'],['Sometimes You'],['Adventure'],,2022-03-16
490355,Agent Intercept,PS4,['PikPok'],['PikPok'],"['Automobile', 'Arcade Racing', 'Vehicular Combat']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Portuguese (Brazil)', 'Turkish', 'Spanish (Mexico)', 'Arabic', 'Thai', 'Vietnamese', 'Indonesian']",2022-03-30
490142,Splash Cars,PS5,"['Paper Bunker', 'eastasiasoft']",['eastasiasoft'],"['Automobile', 'Arcade Racing']",,2022-03-09
490143,Musical Story ,PS5,['Glee-Cheese Studio'],['Plug In Digital'],['Music & Rhythm'],,2022-03-02
490141,Splash Cars,PS5,"['Paper Bunker', 'eastasiasoft']",['eastasiasoft'],"['Automobile', 'Arcade Racing']",,2022-03-09
490139,Splash Cars,PS4,"['Paper Bunker', 'eastasiasoft']",['eastasiasoft'],"['Automobile', 'Arcade Racing']",,2022-03-09
490130,WWE 2K22,PS5,['Visual Concepts'],['2K Games'],"['Sports', 'Wrestling']","['French', 'Spanish', 'German', 'Italian', 'Arabic']",2022-03-11
490132,Gran Turismo 7,PS4,['Polyphony Digital'],['Sony Interactive Entertainment'],"['Automobile', 'Simulation Racing']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Spanish (Mexico)', 'Arabic', 'Czech', 'Greek', 'Thai']",2022-03-04
490020,Escape First 2,PS4,['OnSkull Games'],['OnSkull Games'],['Adventure'],,2022-03-10
490018,The Cruel King and the Great Hero,PS4,['Nippon Ichi Software'],['NIS America'],"['Role Playing', 'Turn Based']",['Japanese'],2022-03-15
490129,Gran Turismo 7,PS5,['Polyphony Digital'],['Sony Interactive Entertainment'],"['Automobile', 'Simulation Racing']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Arabic', 'Czech', 'Greek', 'Thai']",2022-03-04
490016,FAR: Changing Tides,PS5,['Okomotive'],['Frontier Developments'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Arabic']",2022-03-01
489095,Pretty Girls Breakers!,PS5,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],['Action'],['Japanese'],2022-03-03
489094,Pretty Girls Breakers!,PS5,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],['Action'],['Japanese'],2022-03-03
489994,Zombie Hill Racing,PS4,['Inlogic Software'],['Inlogic Software'],['Action'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)', 'Turkish']",2022-02-09
490013,FAR: Changing Tides,PS4,['Okomotive'],['Frontier Developments'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Spanish (Mexico)', 'Arabic']",2022-03-01
489872,Bunny Mahjo,PS4,['DillyFrameGames'],['DillyFrameGames'],['Puzzle'],"['French', 'German', 'Russian']",2024-02-20
489873,Bunny Mahjo,PS4,['DillyFrameGames'],['DillyFrameGames'],['Puzzle'],"['French', 'German', 'Russian']",2024-02-20
489916,Frightence,PS4,['Playstige Interactive'],['Playstige Interactive'],['Adventure'],,2023-07-14
489762,Monster Energy Supercross - The Official Videogame 5,PS4,['Milestone'],['Milestone'],"['Simulation Racing', 'Sports', 'Motocross']","['French', 'Spanish', 'German', 'Italian', 'Portuguese (Brazil)', 'Spanish (Mexico)']",2022-03-17
489818,Saint Patrick's Day Run,PS5,['Smobile'],['Smobile'],['Platformer'],,2022-03-04
489817,Saint Patrick's Day Run,PS5,['Smobile'],['Smobile'],['Platformer'],,2022-03-04
489815,Saint Patrick's Day Run,PS4,['Smobile'],['Smobile'],['Platformer'],,2022-03-04
489816,Saint Patrick's Day Run,PS4,['Smobile'],['Smobile'],['Platformer'],,2022-03-04
489585,Baseball (2 Player Cooperation Edition) (Challenge Mode) - Breakthrough Gaming Arcade,PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],"['Sports', 'Baseball']",,2022-01-22
489137,The Chick C,PS4,['Webnetic'],['Webnetic'],['Action'],,2022-02-23
489544,Babylon's Fall,PS4,['PlatinumGames'],['Square Enix'],"['Action-RPG', 'Role Playing']","['Japanese', 'French', 'German']",2022-03-03
489543,Babylon's Fall,PS5,['PlatinumGames'],['Square Enix'],"['Action-RPG', 'Role Playing']","['Japanese', 'French', 'German']",2022-03-03
488197,Saint Patrick's Day Break 2,PS5,['Smobile'],['Smobile'],['Action'],,2022-02-25
488271,The Wardrobe: Even Better Edition,PS4,['CINIC Games'],['CINIC Games'],"['Adventure', 'Point & Click']",,2022-03-16
488117,Moto Roader MC,PS5,"['Shinyuden', 'Masaya']",['Ratalaika Games'],"['Automobile', 'Arcade Racing']",,2022-02-25
488073,Heart of the Woods,PS4,"['Studio Élan', 'Ratalaika Games']",['Sekai Project'],['Visual Novel'],,2022-02-14
488107,Light Up The Room,PS5,['Nickolas Machado'],['JanduSoft'],['Platformer'],,2022-02-16
488050,Mages and Treasures,PS5,['lightUP'],['Ratalaika Games'],['Action-Adventure'],,2022-02-18
488051,Mages and Treasures,PS5,['lightUP'],['Ratalaika Games'],['Action-Adventure'],,2022-02-18
488047,Mages and Treasures,PS4,['lightUP'],['Ratalaika Games'],['Action-Adventure'],,2022-02-18
487863,Music Racer Ultimate,PS4,"['AbstractArt', 'Light Road Games']",['Sometimes You'],"['Automobile', 'Arcade Racing']",,2022-03-04
487792,Stonefly,PS4,['Flight School Studio'],['MWM Interactive'],['Action-Adventure'],,2021-06-01
487780,From Heaven To Earth ,PS4,['EpiXR Games'],['EpiXR Games'],['Platformer'],,2022-02-18
487779,From Heaven To Earth ,PS4,['EpiXR Games'],['EpiXR Games'],['Platformer'],,2022-02-18
487669,Dragons in Space,PS4,['The Voices Games'],['The Voices Games'],"[""Shoot 'em up""]",,2022-02-20
487667,Saint Patrick's Day Break 2,PS4,['Smobile'],['Smobile'],['Action'],,2022-02-25
487662,The Chick C,PS4,['Webnetic'],['Webnetic'],['Action'],,2022-02-23
487660,The Chick C,PS5,['Webnetic'],['Webnetic'],['Action'],,2022-02-23
487664,Auto World Tycoon,PS4,['Diggidy.net'],['Diggidy.net'],['Management'],,2022-03-15
487619,Gunborg: Dark Matters,PS5,['Ricpau Studios'],['Red Art Games'],['Run & Gun'],"['French', 'Spanish', 'German', 'Italian']",2022-03-04
489092,Pretty Girls Breakers!,PS5,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],['Action'],['Japanese'],2022-03-03
489088,Pretty Girls Breakers!,PS4,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],['Action'],['Japanese'],2022-03-03
489085,Circus Pocus,PS4,"['HugePixel', 'ChiliDog Interactive']",['ESDigital Games'],['Action-Adventure'],['Russian'],2021-12-17
489083,Breathedge,PS5,['RedRuins Softworks'],['HypeTrain Digital'],"['Survival', 'Sandbox']",,2022-02-25
489044,Saint Patrick's Day Break 2,PS5,['Smobile'],['Smobile'],['Action'],,2022-02-25
489082,Breathedge,PS5,['RedRuins Softworks'],['HypeTrain Digital'],"['Survival', 'Sandbox']",,2022-02-25
488991,Arcade Archives HIGHWAY RACE,PS4,['Taito'],['HAMSTER Corporation'],"['Automobile', 'Arcade Racing']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Spanish (Mexico)', 'French (Canada)']",2022-02-24
488928,The Wanderer: Frankenstein's Creature,PS4,['La Belle Games'],['Hidden Trap'],['Adventure'],"['French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Russian', 'Polish']",2023-03-06
488859,Dr. Oil,PS4,"['Antena', 'ChiliDog Interactive']",['ESDigital Games'],['Platformer'],,2022-02-23
488850,Dusk Diver 2,PS4,['Idea Factory'],['Idea Factory'],"['Action-RPG', 'Role Playing', 'Hack & Slash']","['Japanese', 'Korean', 'Chinese (traditional)']",2022-08-30
488698,Void Source ,PS4,"['Lovixsama', 'Xitilon']",['Xitilon'],"[""Shoot 'em up""]",,2021-08-17
488681,MONARK,PS4,['FuRyu'],['NIS America'],"['Role Playing', 'Strategy', 'Turn Based']",,2022-02-22
488651,Sam & Max: This Time It's Virtual!,PS4,['HappyGiant'],"['Big Sugar', 'Limited Run Games']","['Adventure', 'Point & Click']",,2022-02-23
488680,MONARK,PS4,['FuRyu'],['NIS America'],"['Role Playing', 'Strategy', 'Turn Based']",,2022-02-22
488600,Voice of Cards: The Forsaken Maiden,PS4,['Alim'],['Square Enix'],"['Role Playing', 'Turn Based']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2022-02-17
488548,Palm Reading Premium,PS5,['Crazysoft'],['Crazysoft'],['Educational & Trivia'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Russian', 'Greek']",2022-03-04
488556,Sky Gamblers Air Supremacy 2,PS4,['Atypical Games'],['Atypical Games'],"['Aerial', 'Vehicular Combat']",,2022-03-24
487581,Word Mesh,PS4,['EntwicklerX'],['EntwicklerX'],['Puzzle'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Swedish', 'Norway', 'Polish', 'Czech']",2022-02-18
487490,Saint Patrick's Day Break 2,PS4,['Smobile'],['Smobile'],['Action'],,2022-02-25
487157,Crazy Chicken Kart 2,PS4,['Korion Interactive'],['Markt+Technik'],"['Automobile', 'Arcade Racing']","['French', 'Spanish', 'German', 'Italian']",2022-11-18
487330,Horizon Forbidden West,PS5,['Guerrilla Games'],['Sony Interactive Entertainment'],"['Open World', 'Action-RPG', 'Role Playing']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Arabic', 'French (Canada)', 'Czech', 'Hungarian', 'Greek', 'Thai']",2022-02-18
487289,Choice of Life: Middle Ages,PS4,['Blazing Planet Studio'],['Samustai'],['Adventure'],"['Spanish', 'German', 'Russian', 'Chinese (simplified)', 'Portuguese (Brazil)', 'Turkish']",2022-02-18
487290,Choice of Life: Middle Ages,PS4,['Blazing Planet Studio'],['Samustai'],['Adventure'],"['Spanish', 'German', 'Russian', 'Chinese (simplified)', 'Portuguese (Brazil)', 'Turkish']",2022-02-18
487145,Voice of Cards: The Forsaken Maiden,PS4,['Alim'],['Square Enix'],"['Role Playing', 'Turn Based']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2022-02-17
487146,Voice of Cards: The Forsaken Maiden,PS4,['Alim'],['Square Enix'],"['Role Playing', 'Turn Based']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2022-02-17
487141,35MM,PS4,['Noskov Sergey'],"['Sometimes You', 'Limited Run Games']",['Adventure'],,2022-03-02
487140,35MM,PS4,['Noskov Sergey'],"['Sometimes You', 'Limited Run Games']",['Adventure'],,2022-03-02
487132,Explosive Candy World,PS5,"['Marcos Game Dev', 'Ratalaika Games']",['eastasiasoft'],['Platformer'],,2022-02-23
487112,VICO,PS4,['Xcogames'],['Xcogames'],['Action'],,2022-02-15
487129,Explosive Candy World,PS4,"['Marcos Game Dev', 'Ratalaika Games']",['eastasiasoft'],['Platformer'],,2022-02-23
485790,Submerged: Hidden Depths,PS4,['Uppercut Games'],"['Uppercut Games', 'Rainy Frog']",['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Spanish (Mexico)', 'French (Canada)']",2022-03-10
487128,Explosive Candy World,PS4,"['Marcos Game Dev', 'Ratalaika Games']",['eastasiasoft'],['Platformer'],,2022-02-23
485771,Mekabolt+,PS5,['Somepx'],['Ratalaika Games'],['Platformer'],,2022-02-15
485770,Mekabolt+,PS5,['Somepx'],['Ratalaika Games'],['Platformer'],,2022-02-15
485749,Roguebook,PS5,['Abrakam Entertainment'],"['Nacon', 'H2 Interactive']","['Strategy', 'Collectable Card Game', 'Card & Board']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2022-02-24
485748,Roguebook,PS4,['Abrakam Entertainment'],"['Nacon', 'H2 Interactive']","['Strategy', 'Collectable Card Game', 'Card & Board']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2022-02-24
485733,Nape Retroverse Collection,PS5,['Nape Games'],['JanduSoft'],"[""Shoot 'em up"", 'Collection']",,2022-02-10
485732,Nape Retroverse Collection,PS5,['Nape Games'],['JanduSoft'],"[""Shoot 'em up"", 'Collection']",,2022-02-10
485730,Nape Retroverse Collection,PS4,['Nape Games'],['JanduSoft'],"[""Shoot 'em up"", 'Collection']",,2022-02-10
485731,Nape Retroverse Collection,PS4,['Nape Games'],['JanduSoft'],"[""Shoot 'em up"", 'Collection']",,2022-02-10
485694,Rock 'N Racing Off Road DX,PS5,['EnjoyUp Games'],['Super PowerUp Games'],"['Automobile', 'Arcade Racing']",,2022-02-11
485682,Blackberry Honey,PS4,['ebi-hime'],['Ratalaika Games'],['Visual Novel'],,2022-02-11
485697,Grand Prix Racing,PS4,['Pix Arts'],['Pix Arts'],"['Automobile', 'Arcade Racing']",,2022-02-11
485684,Blackberry Honey,PS5,['ebi-hime'],['Ratalaika Games'],['Visual Novel'],,2022-02-11
485663,Ammo Pigs: Cocked and Loaded,PS4,"['Cascadia Games', 'ChiliDog Interactive']",['ESDigital Games'],['Run & Gun'],,2022-02-11
485675,Valentine Candy Break 2 Head to Head,PS5,['Smobile'],['Smobile'],['Action'],,2022-02-11
485659,Valentine Candy Break 2 Head to Head,PS4,['Smobile'],['Smobile'],['Action'],,2022-02-11
485658,Vampire: The Masquerade - Coteries of New York,PS4,['Draw Distance'],['iFun4all'],['Visual Novel'],"['French', 'Russian', 'Chinese (simplified)', 'Portuguese (Brazil)']",2020-03-25
485680,Valentine Candy Break 2 Head to Head,PS4,['Smobile'],['Smobile'],['Action'],,2022-02-11
485645,Educational Games for Kids,PS5,['Crazysoft'],['Crazysoft'],['Educational & Trivia'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Greek']",2022-02-04
485639,Kungfu Kickball,PS5,['WhaleFood Games'],['Blowfish Studios'],"['Platformer', 'Sports', 'Football']",,2022-02-10
485636,Kungfu Kickball,PS4,['WhaleFood Games'],['Blowfish Studios'],"['Platformer', 'Sports', 'Football']",,2022-02-10
485325,Spacetime Odissey,PS4,['Pix Arts'],['Pix Arts'],"['Aerial', 'Vehicular Combat']",,2022-01-29
485464,Hermitage: Strange Case Files,PS4,['Arrowiz'],['Giiku Games'],['Visual Novel'],,2021-10-26
485322,El Gancho,PS4,"['Sidral Games', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,2022-02-09
485463,Hermitage: Strange Case Files,PS4,['Arrowiz'],['Giiku Games'],['Visual Novel'],,2021-10-26
485321,El Gancho,PS4,"['Sidral Games', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,2022-02-09
485308,Ice Station Z,PS4,['Wobbly Tooth'],['Wobbly Tooth'],['Survival'],,2022-02-18
485315,Beat Souls,PS4,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],['Music & Rhythm'],['Japanese'],2022-02-16
485289,Powerslave Exhumed,PS4,"['Nightdive Studios', 'Lobotomy Software']","['Nightdive Studios', 'Limited Run Games']",['First Person Shooter'],,2022-02-09
485284,Know by heart...,PS4,['Ice-Pick Lodge'],['Ice-Pick Lodge'],['Adventure'],['Russian'],2022-02-10
484163,Magi Trials,PS4,['Dharker Studios'],['Gamuzumi'],['Visual Novel'],,2022-01-27
484133,The Longest Road on Earth,PS5,['Brainwash Gang'],['Raw Fury'],['Adventure'],,2022-01-27
484135,The Longest Road on Earth,PS4,['Brainwash Gang'],['Raw Fury'],['Adventure'],,2022-01-27
483942,Ayleouna,PS4,['The Voices Games'],['The Voices Games'],['Platformer'],,2022-01-30
483126,The Sealed Ampoule,PS4,['CAVYHOUSE'],['AGM PLAYISM'],"['Turn Based', 'Dungeon Crawler']","['Japanese', 'Chinese (simplified)']",2022-02-03
483081,Round Invaders,PS4,['Acyntha'],['Acyntha'],"[""Shoot 'em up""]",,2023-02-07
483079,Round Invaders,PS4,['Acyntha'],['Acyntha'],"[""Shoot 'em up""]",,2023-02-07
483044,The Dead Tree of Ranchiuna,PS5,"['Tonguc Bodur', 'eastasiasoft']",['eastasiasoft'],['Adventure'],,2022-02-02
483039,The Dead Tree of Ranchiuna,PS4,"['Tonguc Bodur', 'eastasiasoft']",['eastasiasoft'],['Adventure'],,2022-02-02
482965,Super Onion Boy 2,PS5,['PowerSlash Studios'],['Ratalaika Games'],['Platformer'],,2022-01-28
482962,Super Onion Boy 2,PS4,['PowerSlash Studios'],['Ratalaika Games'],['Platformer'],,2022-01-28
482964,Super Onion Boy 2,PS4,['PowerSlash Studios'],['Ratalaika Games'],['Platformer'],,2022-01-28
482921,PJ MASKS: HEROES OF THE NIGHT,PS5,['Petoons Studio'],['Outright Games'],['Platformer'],"['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Arabic']",2022-01-21
482963,Super Onion Boy 2,PS5,['PowerSlash Studios'],['Ratalaika Games'],['Platformer'],,2022-01-28
482908,Sifu,PS5,['Sloclap'],['Sloclap'],"[""Beat 'em up""]","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Czech']",2022-02-08
482886,SIFU,PS4,['Sloclap'],['Sloclap'],"[""Beat 'em up""]","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Czech']",2022-02-08
482873,Aztech Forgotten Gods,PS4,['Lienzo'],['Lienzo'],['Action-Adventure'],"['French', 'German', 'Italian', 'Russian', 'Spanish (Mexico)']",2022-03-10
482485,Zippy the Circle (Level 3C and Level 4C),PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],['Action'],,2022-01-23
482425,Baseball (2 Player Cooperation Edition) - Breakthrough Gaming Arcade,PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],"['Sports', 'Baseball']",,2022-01-22
482416,The Sheep P,PS5,['Webnetic'],['Webnetic'],['Action'],,2022-01-22
482424,Baseball (2 Player Cooperation Edition) - Breakthrough Gaming Arcade,PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],"['Sports', 'Baseball']",,2022-01-22
482413,The Sheep P,PS4,['Webnetic'],['Webnetic'],['Action'],,2022-01-22
482414,The Sheep P,PS5,['Webnetic'],['Webnetic'],['Action'],,2022-01-22
482319,Huntdown,PS4,['Easy Trigger Games'],['Coffee Stain Studios'],['Run & Gun'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)']",2020-05-12
482297,Breakout: Recharged,PS4,"['Adamvision Studios', 'SneakyBox Studios']","['Atari', 'Limited Run Games']",['Action'],"['Japanese', 'French', 'Spanish', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)']",2022-02-10
482537,Top Gun Air Combat,PS4,['Pix Arts'],['Pix Arts'],"['Aerial', 'Vehicular Combat']",,2022-01-21
482582,Meme Run 2,PS4,['Jordan Schuetz'],['TreeFall Studios'],['Platformer'],,2022-01-25
485162,SaGa SCARLET GRACE: AMBITIONS,PS4,['Square Enix'],['Square Enix'],"['Role Playing', 'Strategy', 'Turn Based']","['Japanese', 'Korean', 'Chinese (traditional)']",2019-12-03
485055,Pinball - Breakthrough Gaming Arcade,PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],['Pinball'],,2022-02-06
485054,"Zippy the Circle Challenge (Level 8C, Level 9C, and Level 10C)",PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],['Action'],,2022-02-06
484972,The Song Out of Space,PS5,['Pixel Noire Games'],['Ratalaika Games'],['Visual Novel'],,2022-02-04
484969,The Song Out of Space,PS4,['Pixel Noire Games'],['Ratalaika Games'],['Visual Novel'],,2022-02-04
484970,The Song Out of Space,PS5,['Pixel Noire Games'],['Ratalaika Games'],['Visual Novel'],,2022-02-04
484830,Ziggurat 2,PS5,['Milkstone Studios'],['Milkstone Studios'],"['Roguelite', 'First Person Shooter', 'Dungeon Crawler']","['Japanese', 'French', 'Spanish', 'Chinese (simplified)', 'Portuguese (Brazil)']",2022-02-03
483915,Trivia for dummies,PS4,['Sabec'],['Sabec'],['Educational & Trivia'],,2022-01-29
483875,Ayleouna,PS4,['The Voices Games'],['The Voices Games'],['Platformer'],,2022-01-30
483865,"Zippy the Circle Challenge (Level 5C, Level 6C, and Level 7C)",PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],['Action'],,2022-01-30
483808,The Uncertain: Last Quiet Day,PS4,['New Game Order'],['Postmeta Games'],['Action-Adventure'],,2022-03-03
483733,The Ketchup Story,PS5,['Webnetic'],['Webnetic'],['Action'],"['German', 'Czech']",2022-01-30
483734,The Ketchup Story,PS4,['Webnetic'],['Webnetic'],['Action'],"['German', 'Czech']",2022-01-30
483333,Gunvolt Chronicles: Luminous Avenger iX 2,PS5,['Inti CREATES'],['INTI CREATES'],['Run & Gun'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)', 'French (Canada)']",2022-01-27
483602,Reverie Knights Tactics,PS4,['40 Giants Entertainment'],['1C Entertainment'],"['Role Playing', 'Strategy', 'Turn Based']",,2022-01-25
483601,Reverie Knights Tactics,PS4,['40 Giants Entertainment'],['1C Entertainment'],"['Role Playing', 'Strategy', 'Turn Based']",,2022-01-25
483527,Calturin,PS4,['Lasse Zacho Malver'],['Samustai'],['Action'],,2022-01-28
483526,Calturin,PS4,['Lasse Zacho Malver'],['Samustai'],['Action'],,2022-01-28
